sessions,deposits,feature_used,churn_probability,actual_churn
6,102.81,0,0.5272019587037494,0
10,134.96,1,0.448284776522284,0
5,252.49,0,0.5198573093503692,0
15,169.62,0,0.460426775877926,0
11,41.55,0,0.4993335907317963,0
5,238.89,1,0.4720059482105483,0
3,16.84,1,0.506349774117979,1
3,47.36,1,0.5034763152229526,0
7,124.25,0,0.5184689686358079,1
3,63.66,1,0.5019415635880372,0
12,174.75,0,0.48006943555726483,1
3,216.26,1,0.48757541024763806,0
10,108.0,1,0.4507974543757781,0
11,12.77,0,0.502043485911673,1
11,95.2,0,0.494282188873415,1
5,92.27,0,0.5348971447198465,1
1,50.14,0,0.5654735493369921,1
3,339.88,0,0.5250834792865768,0
5,45.13,1,0.49022221052534465,0
4,77.18,1,0.49393614443788475,1
3,37.64,1,0.5043914874847735,0
3,125.07,1,0.49615932137004526,0
7,41.69,0,0.5262270798187777,1
7,128.26,0,0.5180918942493267,1
5,84.03,0,0.5356691543120193,0
10,160.43,1,0.44591338777649914,0
5,116.68,1,0.4834898646737218,0
9,155.93,1,0.45299653898093334,0
10,85.44,1,0.45290198700071627,1
7,154.9,0,0.5155863387354804,0
5,187.7,1,0.47681330345436784,0
6,80.36,0,0.5293090829478644,0
4,34.06,1,0.497996010308389,0
5,162.87,1,0.4791467420315349,1
10,32.73,0,0.5068963301170879,1
3,39.05,0,0.5532280654046483,0
7,131.44,0,0.5177928530067973,0
5,37.87,0,0.5399906430699379,0
6,22.13,0,0.5347694151606074,0
8,257.23,1,0.4502171749127662,0
5,75.89,1,0.4873273359308859,0
7,136.36,0,0.5173301603858564,0
8,27.89,1,0.4716765511932788,0
9,298.8,1,0.4396997121343457,1
5,203.55,1,0.4753242972604426,0
5,115.95,1,0.48355852638639646,0
10,243.92,1,0.43815784004176234,1
4,96.8,0,0.5411667240259765,0
4,66.05,1,0.4949840092970601,0
8,89.52,0,0.5150103273833624,0
5,29.03,1,0.4917376820146918,1
9,110.7,1,0.4572210116311022,0
6,63.74,0,0.5308683434419342,0
6,157.03,0,0.5221090956962168,0
4,78.46,0,0.5428814064578846,1
6,4.09,0,0.5364594306149614,1
10,68.38,1,0.4544945694484622,0
9,42.73,1,0.46358079306530936,0
5,124.85,1,0.48272146096219815,0
8,147.5,0,0.50955431513868,1
3,110.34,0,0.5465824180460586,1
7,113.48,0,0.5194816042597947,0
7,66.06,1,0.4748061793739338,0
9,63.68,0,0.5107135860146463,0
5,62.97,0,0.5376414907077735,1
5,107.45,0,0.5334744880205196,1
1,55.46,1,0.5161734186979198,0
9,50.44,1,0.4628587526947438,1
5,55.52,1,0.48924430736238994,0
4,73.47,1,0.49428542725972824,0
7,487.25,0,0.4843026806536884,1
10,93.23,1,0.45217509467902656,0
11,26.9,0,0.5007130247687511,0
0,119.63,1,0.5168631489910397,1
6,238.07,0,0.5144887886163025,1
5,10.0,0,0.5425969598189748,0
6,44.61,1,0.4835431817578574,1
2,74.82,1,0.5076228554005056,1
4,94.33,1,0.49232161743737307,0
5,225.7,1,0.4732441869474866,0
9,68.54,1,0.46116430756428184,0
6,103.43,1,0.4780129692765031,0
9,108.55,0,0.5064899302083669,0
9,84.22,0,0.5087802897200632,0
5,71.13,1,0.48777525671917654,0
5,129.62,1,0.48227287112556577,0
13,72.71,1,0.43414729677263897,1
4,255.97,1,0.4771170878689801,1
9,104.52,0,0.506869324768449,0
4,68.36,0,0.5438252661674999,0
9,137.72,1,0.4546965698631559,0
8,165.23,1,0.4588079216868,0
5,99.31,1,0.4851238004585358,1
5,77.66,1,0.4871607823031325,0
8,160.73,0,0.5083089846968343,0
13,104.92,1,0.43116944782631006,0
2,20.48,1,0.5127373103893982,0
1,95.35,0,0.5612850297774601,0
2,101.14,0,0.5541041899109763,0
9,11.3,0,0.515642188338045,0
9,51.88,1,0.4627239140750748,1
5,160.76,1,0.4793450760152316,1
5,62.14,0,0.537719199147811,1
6,61.95,0,0.5310362428347508,1
6,296.51,0,0.5089892032198438,0
7,145.0,1,0.46739820422317324,0
6,301.81,0,0.5084903110228941,1
6,99.96,1,0.47833907983955387,1
6,116.96,1,0.47674160157843565,0
10,128.91,1,0.4488484127592708,1
5,37.29,0,0.540044905679888,1
7,122.01,1,0.4695543202138308,1
9,52.29,0,0.5117855180422092,0
7,66.58,0,0.5238893435509407,0
5,180.7,0,0.5266023170353787,0
4,124.88,1,0.4894460125493169,0
4,247.5,1,0.4779130048077109,0
7,127.77,0,0.5181379717844112,0
6,306.96,0,0.508005522207682,0
6,66.66,1,0.48146951194063703,0
2,53.02,0,0.5585775772090196,0
10,70.7,1,0.4542779377291322,1
10,87.7,0,0.5017208195754207,1
8,194.23,0,0.5051552277715682,1
8,45.07,1,0.47006438499137526,1
7,178.91,1,0.464220200948082,0
4,101.65,1,0.49163254834553083,0
10,41.36,0,0.5060838717585052,0
10,81.69,1,0.4532519749011825,0
9,37.88,0,0.5131415107926203,1
5,96.4,0,0.534510139871639,0
6,54.69,0,0.5317171478279987,0
3,48.34,0,0.5523630779053886,1
12,50.45,1,0.44284214780482933,0
7,292.64,0,0.5026218532698777,1
8,47.09,1,0.4698748691605645,1
3,75.72,1,0.5008060105276201,1
3,83.92,0,0.5490473535726266,1
6,172.12,1,0.4715616979044885,0
10,118.54,0,0.4988169533027196,0
7,25.57,0,0.5277405071131962,0
3,106.58,1,0.49790026510686897,1
4,200.52,0,0.5314523292568895,0
9,118.1,1,0.45652941566881206,1
10,40.73,1,0.4570777123069722,1
5,63.17,1,0.48852434423663116,0
7,86.91,0,0.5219791131478044,0
8,104.57,0,0.5135943891790328,1
5,43.63,0,0.5394517079645815,1
5,152.68,0,0.5292324316056176,0
8,39.35,1,0.47060108043294474,0
8,154.77,1,0.4597863015960299,0
6,81.15,0,0.5292349519884835,0
6,108.31,1,0.4775543787036035,0
8,137.08,1,0.46144164386450176,0
6,256.29,1,0.4636697170087878,0
2,120.21,0,0.5523289132959964,0
5,65.95,1,0.48826272221510497,1
6,24.8,1,0.4854066785513389,0
9,121.08,1,0.456250955284104,0
5,125.43,1,0.48266691394570543,0
5,81.95,0,0.5358640036488465,0
4,99.03,1,0.49187917884777044,0
2,29.72,1,0.5118678046672603,0
5,31.46,1,0.49150893894628445,0
10,43.48,0,0.5058842824684716,0
12,10.57,0,0.49551807655964825,1
13,243.33,1,0.41843241032261863,1
8,29.08,1,0.47156486250386664,0
5,224.58,0,0.522480580909641,0
7,55.68,0,0.5249132360103371,0
6,66.29,0,0.5306291450962808,0
8,323.02,0,0.49302907563865433,0
7,44.97,1,0.4767873449220859,0
5,42.15,0,0.5395901932029612,1
5,49.73,1,0.48978925045986216,1
1,27.29,1,0.5188226336502327,0
1,45.47,0,0.5659056837490112,0
4,274.19,1,0.47540537278506445,1
2,26.92,1,0.5121312990758374,1
9,118.51,1,0.4564911023891418,0
9,196.52,1,0.44921117908442393,1
1,89.58,1,0.5129634391871494,0
6,108.73,1,0.4775149116002072,1
3,289.02,1,0.480731362767079,0
3,70.67,1,0.5012815132879239,1
8,141.33,0,0.5101350532241993,1
4,94.32,1,0.49232255880914266,0
5,46.16,0,0.5392149589693465,0
7,271.31,1,0.45557606262921585,1
5,106.91,1,0.4844088535667462,1
6,145.1,1,0.47409836627998914,0
7,108.32,1,0.47083878146192576,0
9,49.58,1,0.4629392839070698,0
4,40.54,0,0.546423438534765,0
7,142.71,0,0.5167329421495314,1
7,37.22,0,0.5266467955552189,1
4,118.29,0,0.5391562968459275,0
5,91.98,1,0.4858134056383666,0
9,36.06,1,0.46420556091985415,0
4,240.71,0,0.5276813147439688,0
7,177.32,0,0.5134770717487411,1
4,136.76,0,0.5374273749367174,0
4,23.16,1,0.499022338064059,1
11,85.02,1,0.44627697948907374,0
5,112.04,0,0.5330442088280948,1
4,137.56,1,0.48825266598587513,1
3,27.07,0,0.5543430412456446,1
6,28.27,0,0.53419402623516,0
2,56.78,0,0.5582283683363435,1
5,32.04,0,0.5405360325126992,0
4,124.01,1,0.4895278949936505,0
3,155.04,1,0.4933376835464302,1
4,267.01,1,0.47607984578710194,0
7,173.05,0,0.5138788313988525,0
7,64.59,1,0.47494424416259723,1
1,193.5,0,0.5521625007859856,0
3,87.12,0,0.5487489253291613,0
5,223.6,1,0.47344135959536976,1
4,227.68,1,0.47977590054761604,0
7,47.0,0,0.52572844320485,0
4,51.75,0,0.5453768075091682,0
2,282.82,1,0.48804057656049243,1
4,132.63,1,0.4887166254741803,0
7,151.33,0,0.515922153985173,0
2,150.82,1,0.5004673330754308,0
3,144.63,0,0.5433798350503943,0
1,101.43,1,0.5118483379060517,1
7,49.41,1,0.4763701946307468,1
6,99.85,1,0.4783494179417865,0
8,209.95,1,0.4546286919814583,1
3,96.76,0,0.5478496991436196,1
13,48.1,1,0.43642573757978975,0
4,147.8,0,0.5363935206489884,1
3,36.8,0,0.5534375135751203,1
9,81.18,0,0.5090664430564462,0
8,49.37,0,0.518786490252979,1
7,54.3,0,0.5250428516742895,1
10,98.7,1,0.4516648054805127,0
10,81.51,1,0.4532687754856432,0
3,131.28,0,0.5446271261364557,0
11,203.18,1,0.43530758818799764,0
9,55.46,1,0.4623887139520087,0
5,81.03,1,0.4868436796364288,1
3,233.58,1,0.48594571466887876,1
5,35.24,0,0.5402366883229693,1
0,40.95,0,0.5729258783512743,1
7,134.44,1,0.4683884269954399,0
6,80.87,0,0.5292612264002826,0
7,119.78,1,0.46976352243023833,1
4,84.5,0,0.5423168120736035,1
1,198.95,1,0.5026681083465668,0
3,5.08,0,0.5563882149327092,1
4,98.91,1,0.4918904749968904,0
5,62.24,1,0.48861186668313544,0
12,240.52,1,0.42525860901140106,0
4,44.1,1,0.49705067361099997,0
8,28.96,1,0.47157612509997154,0
5,11.64,1,0.4933747492464776,1
7,9.38,0,0.5292599932908558,0
6,33.8,0,0.5336757234202855,1
9,156.0,1,0.4529900060804769,1
5,134.4,1,0.4818233695117849,0
6,88.29,0,0.5285649001467354,0
4,229.49,1,0.4796057532531629,1
8,28.86,0,0.5207146833777951,0
6,63.64,1,0.4817534886478639,1
3,77.44,1,0.5006440567362228,0
8,43.61,0,0.5193280603338268,1
9,99.24,1,0.45829237533608463,1
5,136.09,1,0.48166445230274385,0
5,196.55,1,0.47598185000013965,0
6,41.49,1,0.483836646413318,0
1,139.26,1,0.5082877479190132,1
4,108.04,0,0.5401153652897004,0
5,58.87,0,0.5380253338089441,1
9,63.23,0,0.5107559382047155,0
6,80.21,1,0.48019552800181775,0
4,59.75,0,0.5446296350164554,0
5,43.33,1,0.49039163371038746,0
2,113.97,1,0.5039370249901559,1
9,189.54,1,0.4498617167050753,0
8,190.09,1,0.45648392020025363,0
4,147.2,1,0.4873455103005683,1
3,19.85,1,0.5060663980845652,1
6,28.18,1,0.4850886969096675,0
12,82.13,1,0.4399002016434714,1
1,103.26,0,0.5605512851112875,1
4,12.9,0,0.5490022986675734,1
7,364.25,0,0.4958792174122843,0
5,183.83,1,0.47717692884709534,0
8,79.12,0,0.5159886436162205,1
7,44.64,1,0.47681835063579603,1
4,64.43,0,0.5441924457204946,1
7,80.2,0,0.5226096663644547,0
4,54.98,0,0.5450751610184267,1
8,109.04,0,0.5131737983604824,1
10,123.86,1,0.44931898666324793,0
11,107.52,0,0.49312232987054533,0
9,35.69,1,0.4642402215146468,1
1,345.41,0,0.537975957620248,0
6,97.94,0,0.5276591347166376,1
7,56.25,0,0.5248596981250723,1
4,148.47,0,0.5363307675193485,1
7,147.33,1,0.46717975187627225,0
6,123.5,0,0.5252591652725468,0
5,23.65,0,0.5413207361427994,0
6,110.88,0,0.5264442794886566,1
7,75.68,0,0.5230343800486851,0
2,118.09,0,0.552526336455111,0
2,194.43,0,0.5454072768099066,0
3,44.3,0,0.5527392796475237,1
6,164.62,0,0.5213957787620566,0
10,118.23,0,0.4988461425510599,1
7,186.36,1,0.46352237624482273,1
11,69.71,1,0.4477023546635261,1
15,223.3,1,0.4072056245275634,0
6,82.34,0,0.5291232839326337,0
5,146.9,0,0.5297747778003914,0
4,72.54,1,0.4943729842187277,1
3,109.83,1,0.4975942533438582,1
7,218.99,0,0.5095555520338271,1
5,70.7,0,0.53691768501218,1
7,56.48,1,0.4757060168358082,1
6,152.65,0,0.5225206922947606,0
4,107.91,1,0.49104328760190685,0
8,98.56,1,0.46504904807317504,1
0,115.15,0,0.5660743593708645,1
3,31.2,1,0.5049978203582327,0
5,37.78,1,0.49091403558918056,0
5,147.52,0,0.5297166056006928,0
5,247.74,1,0.4711753281253974,0
10,89.51,0,0.5015503929232565,0
6,30.31,0,0.5340028344544502,0
6,61.96,0,0.5310353048687974,0
8,70.28,1,0.4676998257792173,0
2,57.58,0,0.5581540611338437,1
2,30.32,1,0.5118113407166138,0
5,84.17,0,0.5356560390610007,0
3,110.02,0,0.5466122873522283,0
9,121.66,0,0.5052556716664901,0
7,118.45,1,0.4698882983221149,1
10,79.26,0,0.5025155103119355,0
6,64.53,0,0.5307942403676156,0
10,56.7,1,0.4555854581593691,0
4,19.51,0,0.5483858083045087,0
5,170.86,0,0.5275261304415871,0
4,278.12,0,0.524168296823397,0
11,87.72,1,0.44602569791372043,0
3,144.03,0,0.5434359048722421,1
1,146.6,1,0.5075967925658966,0
6,18.48,1,0.48600127927491893,1
4,15.07,0,0.548799927249248,0
9,113.24,0,0.5060483921704605,0
4,116.15,0,0.5393565558094382,0
5,54.89,0,0.538397899366391,0
7,145.19,0,0.5164996847877459,1
9,324.33,0,0.48617610767136304,0
10,24.71,1,0.45857541282155606,0
3,91.65,0,0.5483264029341202,1
7,71.3,1,0.4743140615403674,0
8,129.33,1,0.46216712046942193,0
4,75.74,1,0.4940717144447238,1
6,91.92,1,0.479094749441099,0
5,151.53,1,0.4802127454126566,0
3,44.34,1,0.5037606616493612,0
5,116.46,1,0.4835105571791598,1
5,108.1,1,0.4842969136386707,0
8,29.59,0,0.5206460646186665,0
2,92.41,1,0.5059668993049916,0
3,133.81,0,0.5443907906360229,1
8,140.5,1,0.4611215498068313,1
5,114.16,1,0.4837268912901725,0
7,130.54,1,0.46875419764954845,0
8,124.6,0,0.5117095866366845,1
6,30.41,0,0.5339934620510196,0
4,94.95,1,0.49226325249426645,0
11,56.66,0,0.4979108542652035,1
9,74.2,1,0.4606346246831477,0
4,128.34,0,0.5382156603237831,0
6,46.86,0,0.5324513798631514,0
8,76.38,0,0.5162463722278882,1
4,216.1,0,0.5299908655063386,0
3,55.39,0,0.5517064438957976,0
4,79.87,0,0.5427496152532479,0
8,106.68,1,0.4642882917397437,1
13,59.91,0,0.48414475894303793,0
2,170.03,1,0.49865853474316,1
8,154.75,1,0.4597881726026703,1
8,121.16,0,0.5120333122967824,0
5,198.6,1,0.4757892722587707,1
5,48.63,0,0.5389838075042751,1
8,162.69,0,0.5081244821544132,0
0,18.45,0,0.5749981032444419,0
7,29.4,1,0.47825044162091296,0
10,161.2,1,0.44584173456517046,0
4,95.04,0,0.5413313166513504,0
3,129.25,1,0.4957657608460827,0
8,176.44,1,0.45775974290907495,1
1,58.67,0,0.5646839766545086,1
5,3.57,0,0.5431979480186798,1
8,33.45,1,0.4711547361098936,0
7,97.27,0,0.521005424669309,0
3,144.87,1,0.49429513768448674,1
3,160.91,0,0.5418580589538758,0
3,209.08,0,0.5373508900906996,0
5,81.61,1,0.48678910516437524,1
9,241.04,0,0.49401540428755275,1
2,63.09,0,0.557642199714384,1
5,47.38,0,0.5391007890923349,1
7,186.23,1,0.46353455183510894,1
6,250.86,1,0.46417834069414327,0
3,47.93,1,0.503422646930986,0
9,79.42,0,0.5092321080741222,0
13,70.76,1,0.4343277313115314,0
5,76.33,1,0.48728593250491536,0
8,136.62,0,0.5105783535966665,0
5,34.82,0,0.540275978907774,0
3,57.94,1,0.5024801446584601,0
4,133.38,0,0.5377438352418593,0
7,133.52,1,0.4684747083081025,0
6,189.76,0,0.5190324853911973,0
5,46.34,1,0.4901083217554593,1
5,117.28,0,0.5325529367902101,1
7,41.82,0,0.5262148727633141,0
3,39.08,1,0.5042559081176486,0
8,90.08,1,0.4658437060935499,0
5,222.44,0,0.5226816709923648,1
5,115.63,1,0.48358862486726006,1
3,157.2,0,0.5422049216595175,0
6,247.69,1,0.4644753065393348,0
2,76.68,0,0.5563792107246948,0
8,74.3,1,0.46732290322216413,1
7,72.57,0,0.5233265863084449,0
9,122.05,0,0.5052189535374358,0
7,253.69,1,0.4572225335091729,0
0,333.75,0,0.5457514904629251,1
7,163.84,1,0.4656321994770844,1
6,137.29,1,0.4748318329283782,1
6,41.94,0,0.5329126647018557,0
5,18.13,1,0.4927637723633351,1
8,137.82,1,0.4613723810420323,1
4,40.38,0,0.5464383741209632,1
6,24.08,0,0.5345866875892625,0
7,90.18,1,0.4725413552552725,0
6,211.24,0,0.5170125724588055,1
5,23.57,1,0.4922516603957845,1
12,114.16,1,0.43693004008376957,1
10,128.46,0,0.49788290269900665,1
10,229.57,1,0.43948879855922623,1
10,141.55,0,0.49665039387532545,0
3,32.41,1,0.5048838986344564,1
11,95.01,0,0.49430007682332533,0
6,90.12,1,0.479263942433203,0
15,29.24,1,0.42496135031793036,0
3,57.51,0,0.5515089526259966,1
5,98.82,0,0.5342833525609516,0
6,150.59,1,0.47358284631404,0
3,16.18,0,0.5553560970147801,1
2,124.64,1,0.5029323921549165,1
3,70.84,0,0.5502668099360202,1
5,59.95,0,0.5379242282734273,0
4,135.27,0,0.537566883359298,0
7,84.39,0,0.5222159313216148,0
2,40.59,0,0.5597315955768404,1
4,143.99,0,0.5367503485637842,1
2,64.65,1,0.5085802045930602,1
6,215.58,0,0.5166043825901864,1
8,163.79,0,0.5080209338363811,1
10,330.13,1,0.4301812574331192,0
6,40.03,0,0.533091725608925,0
5,109.58,1,0.48415769643204526,1
2,242.5,1,0.4918355270256949,0
3,53.91,1,0.5028595961215236,1
7,72.48,1,0.47420324796091123,0
11,179.4,0,0.486357107112608,0
2,177.17,0,0.5470185829937334,0
5,112.35,0,0.5330151467982079,0
5,185.25,0,0.5261750852420972,0
5,87.76,1,0.48621044720653267,0
4,4.07,1,0.500819838644833,0
9,92.71,1,0.45890302015223733,0
6,49.47,1,0.48308607680629273,0
6,101.46,1,0.4781981075735852,1
6,265.95,0,0.5118654544418233,0
3,141.48,0,0.5436741893182284,1
6,95.87,1,0.4787234816827295,0
6,66.64,1,0.48147139254190846,1
3,28.68,0,0.5541932304717669,0
10,50.81,1,0.45613573477899316,0
2,151.92,1,0.5003637578294996,0
3,34.32,0,0.5536683500237285,0
4,159.56,0,0.5352918970648444,1
6,55.23,1,0.48254435950121327,1
5,119.98,1,0.4831794839257226,0
2,508.06,0,0.5159960601032875,1
5,47.47,0,0.5390923665617255,1
5,137.76,1,0.48150741941439035,1
6,107.73,1,0.4776088813546613,0
4,126.18,0,0.5384178501677211,0
7,147.04,1,0.46720694054024803,0
6,86.71,1,0.479584482167922,0
6,115.79,0,0.5259832277265719,0
5,165.74,1,0.4788769807784026,0
4,133.58,0,0.5377251106240034,0
2,84.11,0,0.5556883930817813,0
1,92.45,0,0.5615539716217394,0
3,107.29,0,0.5468670962043771,1
6,58.53,0,0.5313570142852442,0
3,55.2,0,0.5517241427897644,0
12,77.99,1,0.4402844253099999,0
6,105.41,0,0.5269578624317127,0
4,50.77,1,0.49642265738294467,0
7,78.6,0,0.5227600112616607,1
7,32.35,1,0.477973203767713,1
7,111.62,1,0.4705291237080829,1
2,53.21,0,0.5585599324029198,1
5,62.24,0,0.5377098367821763,1
4,197.86,1,0.48257974688308897,0
4,155.56,0,0.535666638153542,0
5,146.43,1,0.4806922242453242,1
4,339.09,1,0.469313180840558,1
8,222.35,1,0.4534709771758044,1
5,341.65,0,0.5114704960185901,0
4,23.92,1,0.49895077722948195,0
6,191.63,1,0.46973098196610463,0
11,154.11,0,0.4887369161896332,1
6,189.68,1,0.4699139239088547,0
8,27.42,1,0.4717206643145778,0
9,87.72,1,0.45936973709831574,0
7,183.73,0,0.5128739292955092,0
8,24.74,1,0.47197221138255885,0
7,56.27,1,0.4757257436624539,0
11,68.8,1,0.44778710380818165,0
14,43.1,1,0.43027519310272816,0
9,92.4,1,0.45893201249990334,0
7,147.58,0,0.516274885606453,0
4,115.67,1,0.4903128649225151,0
7,218.84,1,0.4604817520336272,0
8,52.25,1,0.4693907989797629,0
6,157.21,0,0.5220921801213914,1
10,187.93,0,0.4922838443644629,1
7,44.74,1,0.4768089549460958,1
8,121.9,1,0.46286279241121386,0
6,48.04,1,0.48322057186071615,1
12,66.16,0,0.4902848594675005,0
2,172.52,0,0.5474525164421792,1
8,116.81,0,0.5124426601998436,1
5,52.58,0,0.5386141175219125,0
7,316.25,0,0.5003987742578669,0
6,198.64,1,0.4690733966609761,1
8,95.72,1,0.46531516398341694,1
9,136.85,1,0.45477781720931226,0
6,153.24,1,0.47333402707129796,0
5,85.89,1,0.4863863930222021,0
3,111.06,0,0.5465152108812201,1
11,202.63,1,0.43535850958132527,1
3,93.58,1,0.49912432559684855,1
5,16.34,0,0.5420042621591892,0
5,78.43,1,0.48708832765793,0
5,57.58,0,0.5381460946544352,0
8,77.23,1,0.46704820453327545,1
12,151.35,0,0.48226963638788295,0
6,162.52,1,0.4724627954579232,0
2,48.35,1,0.5101144648812188,1
9,197.06,1,0.44916085816985263,1
4,35.51,1,0.49785948155363285,1
5,121.31,1,0.483054394734525,1
5,94.62,1,0.48556502851655076,0
10,105.44,1,0.4510361794916345,0
4,52.43,1,0.49626636116820516,0
2,82.03,0,0.555881806647451,0
5,164.49,0,0.528124068086247,0
6,203.74,1,0.46859504959466974,0
7,116.01,1,0.47011722026104075,0
7,356.22,1,0.44765602926555537,0
5,89.59,0,0.5351482537470931,0
7,69.44,0,0.523620655585634,1
10,53.2,1,0.4559124346745255,0
8,250.4,1,0.4508539893382548,0
9,169.84,1,0.451698679293946,1
5,11.75,1,0.49336439353606926,0
6,47.47,0,0.5323941841619857,0
3,52.73,1,0.502970700412472,0
3,249.08,1,0.4844875211787475,0
4,128.3,1,0.48912413536768246,0
6,162.55,0,0.5215903285202829,1
10,133.89,1,0.4483844513198709,0
0,91.48,1,0.5195102225255801,0
9,349.35,0,0.48382236485045205,0
8,39.89,1,0.47055041045526536,0
7,42.12,1,0.4770551274148571,0
4,15.7,1,0.4997247658196248,0
4,181.73,1,0.4840968499697561,1
9,104.62,1,0.45778936537381626,1
5,138.42,0,0.5305703415098506,0
10,350.64,1,0.42828873459547956,0
3,47.02,0,0.552486001921024,1
5,94.63,0,0.5346760042071869,0
5,105.4,1,0.4845508972387171,1
3,90.73,0,0.548412218880101,0
6,46.22,1,0.48339175089781616,0
5,44.26,0,0.5393927563176739,0
4,208.89,0,0.530667256620102,0
12,67.22,1,0.4412842977891877,0
4,57.41,1,0.4957974770243264,1
3,149.04,1,0.49390254778395365,1
4,125.87,1,0.48935283666387935,0
8,51.66,0,0.5185711662014933,1
7,115.11,1,0.4702016618604797,1
2,105.18,0,0.5537282093055422,0
3,55.46,0,0.5516999232176328,1
3,137.72,0,0.5440255055717356,0
0,86.61,1,0.5199680639973365,0
4,229.9,1,0.4795672122566357,0
3,82.93,1,0.5001271220942852,0
9,110.03,0,0.5063505973039604,1
11,107.11,0,0.49316092795270966,0
6,92.92,1,0.4790007554041415,1
9,564.29,0,0.46364238336469593,0
3,70.02,0,0.5503432390712354,0
4,53.85,0,0.5451806943693408,1
2,17.8,1,0.5129894905014833,0
4,125.67,1,0.4893716600156555,0
8,84.0,1,0.466413567863766,1
6,64.64,0,0.5307839221102468,1
6,156.5,0,0.5221589023719199,0
5,66.18,1,0.48824107751376306,1
10,55.55,1,0.4556928890904532,0
11,92.27,1,0.4456023043973625,0
12,102.43,1,0.4380172569422719,0
5,74.26,1,0.487480718315333,1
4,91.82,1,0.49255790344224937,1
1,94.57,1,0.5124938884180107,0
10,134.47,1,0.44833042147515606,1
5,161.48,1,0.4792773973332168,0
6,154.34,1,0.4732307474948483,0
8,127.04,1,0.46238151791274773,1
7,109.15,1,0.47076089572280977,0
11,176.52,0,0.48662808821358283,0
6,575.73,1,0.4339161797945052,0
4,111.08,0,0.5398309502898732,0
9,125.36,1,0.4558510667770204,0
4,124.2,1,0.4895100125726363,1
7,123.61,0,0.5185291481485585,1
6,56.12,1,0.4824606602811569,0
9,93.47,1,0.4588319433162016,1
4,122.98,1,0.4896248370044496,1
5,57.57,1,0.4890513715666426,1
5,196.15,0,0.525151452160543,0
8,77.76,1,0.4669985171382054,0
7,107.61,0,0.5200334567308855,0
5,44.9,1,0.4902438589190813,0
15,90.7,0,0.46781943636749423,0
8,79.92,0,0.5159133927762861,1
8,78.54,1,0.4669253934835772,1
6,159.18,1,0.4727763446917863,0
5,52.97,0,0.5385776141750941,1
5,94.74,0,0.5346656964772275,0
2,36.43,0,0.5601176722142001,0
5,77.98,1,0.4871306712160511,0
8,15.96,0,0.5219271301399437,1
8,104.69,0,0.5135830983991634,0
3,182.86,0,0.5398050467427096,1
6,113.11,1,0.4771033429161214,1
5,167.89,0,0.5278049276264035,1
10,41.53,1,0.4570029408809707,1
6,59.08,0,0.5313054299748549,1
9,119.31,1,0.45641634625299254,0
7,77.3,1,0.4737506291648685,1
4,60.86,0,0.5445259488806725,1
5,289.28,1,0.46727878348744206,0
7,135.71,1,0.46826932437699,0
6,159.46,1,0.47275005829910693,0
7,99.46,1,0.4716702759955138,0
9,69.86,1,0.4610407693951278,0
9,187.67,1,0.450036030360408,1
8,243.65,1,0.45148350296496687,0
4,111.52,0,0.5397897828074413,1
10,78.4,0,0.5025964852623022,1
5,107.97,1,0.48430914229384664,1
12,217.84,1,0.4273477461138798,0
7,106.45,0,0.5201425053103379,0
2,184.46,1,0.4972998379223262,1
8,46.97,0,0.519012149891157,0
5,190.08,1,0.4765896907166705,0
7,76.61,1,0.4738154205136895,0
3,283.48,0,0.5303776830256487,1
5,178.15,0,0.5268417376413376,1
4,117.4,0,0.5392395836548433,1
8,47.51,1,0.4698354659679891,0
11,166.52,1,0.438704665484693,0
5,48.2,0,0.5390240496557243,1
5,81.61,0,0.5358958529816553,0
3,106.32,0,0.5469576267769266,0
2,75.72,1,0.5075381314375855,0
8,90.76,0,0.5148936741633025,0
7,34.06,0,0.5269434846657585,1
5,76.78,0,0.5363482691097415,0
9,32.43,1,0.4645456243513233,0
8,53.71,1,0.46925384379923474,0
2,164.94,1,0.49913780362253285,0
3,55.31,1,0.5027277771058399,0
7,78.0,1,0.4736848997142785,0
8,292.21,0,0.4959297643325914,1
5,121.29,0,0.532176939735294,0
4,96.55,1,0.49211263426446916,1
0,168.2,0,0.5611601117482178,0
4,58.7,1,0.4956760202556097,0
4,166.71,0,0.5346219483600688,0
5,48.35,1,0.4899191369006196,0
11,41.28,1,0.45035147769764605,0
8,91.6,1,0.46570125452127914,1
4,146.92,1,0.4873718580743507,1
2,54.48,1,0.5095374908599598,1
6,67.16,1,0.48142249707961765,1
3,194.45,0,0.5387204692490647,0
7,269.36,1,0.45575822994183957,0
5,240.42,0,0.5209919161368866,0
8,111.39,1,0.4638470915078678,0
3,107.29,0,0.5468670962043771,1
8,71.68,1,0.4675685550111713,0
11,133.0,1,0.4418158209314524,0
7,27.89,0,0.5275227245064064,1
9,49.46,1,0.4629505209742271,1
13,45.2,1,0.4366944038829308,0
8,101.88,1,0.4647379800620776,1
3,51.85,1,0.503053557659418,1
6,91.9,1,0.4790966293369579,0
3,89.81,0,0.5484980319469798,1
7,60.71,1,0.4753086784109843,0
6,152.17,0,0.5225657969219947,0
4,52.78,1,0.4962334072391446,0
2,17.11,0,0.5619097408327236,0
2,68.92,1,0.5081782569798606,1
2,340.26,1,0.48263676494815116,0
5,49.97,1,0.4897666616538819,0
8,112.36,1,0.4637562356197072,1
13,121.15,1,0.42967083670070794,0
