user_id,group,sessions,deposits,feature_used,churn
48260,control,4,22.07,1,0
48261,control,6,52.51,1,0
48262,treatment,5,42.41,0,0
48263,control,5,59.11,0,0
48264,treatment,8,22.78,0,0
48265,treatment,5,58.22,1,0
48266,treatment,6,147.94,0,0
48267,treatment,6,206.18,1,0
48268,control,5,87.97,1,1
48269,control,9,30.18,1,1
48270,treatment,8,60.85,1,1
48271,treatment,6,63.38,1,1
48272,treatment,8,96.52,1,0
48273,control,2,92.46,0,1
48274,treatment,6,253.38,1,1
48275,control,3,104.4,1,0
48276,control,3,186.11,0,1
48277,control,5,119.44,0,1
48278,control,4,117.17,0,1
48279,treatment,8,180.89,1,0
48280,control,1,82.78,0,1
48281,treatment,4,180.37,1,0
48282,treatment,6,126.04,1,0
48283,treatment,8,233.04,0,0
48284,treatment,7,63.03,1,1
48285,treatment,9,40.5,0,0
48286,treatment,9,201.47,0,0
48287,treatment,5,125.02,1,0
48288,treatment,6,120.45,1,0
48289,control,2,102.49,1,0
48290,control,6,83.34,0,0
48291,control,9,98.08,1,0
48292,treatment,9,44.87,0,1
48293,treatment,9,11.08,1,1
48294,treatment,7,43.44,1,0
48295,treatment,4,133.19,1,0
48296,control,7,58.3,0,1
48297,treatment,9,208.27,1,0
48298,treatment,7,83.48,1,1
48299,control,4,118.04,0,0
48300,treatment,9,203.52,1,0
48301,treatment,11,81.09,1,1
48302,control,3,38.68,0,0
48303,treatment,5,74.73,1,0
48304,treatment,7,99.73,1,0
48305,control,9,57.56,1,1
48306,treatment,9,74.47,1,0
48307,treatment,9,69.67,1,1
48308,treatment,7,64.3,1,0
48309,control,3,119.76,1,1
48310,treatment,4,211.21,1,1
48311,treatment,8,33.19,0,1
48312,treatment,6,68.2,1,0
48313,control,5,63.4,0,0
48314,control,6,132.27,0,0
48315,control,5,34.06,1,0
48316,treatment,1,33.5,1,1
48317,treatment,6,65.15,0,0
48318,treatment,6,18.91,1,0
48319,control,6,19.7,1,0
48320,control,5,131.33,1,0
48321,control,7,26.83,0,1
48322,control,7,2.18,1,0
48323,treatment,6,67.0,0,0
48324,control,5,96.49,0,0
48325,treatment,7,135.31,0,0
48326,control,6,45.21,0,0
48327,control,8,50.83,0,0
48328,treatment,5,293.86,0,0
48329,control,4,77.43,0,0
48330,control,7,135.6,0,0
48331,treatment,4,83.87,0,1
48332,control,6,200.06,0,0
48333,treatment,5,108.7,0,0
48334,control,6,103.12,0,1
48335,control,7,78.42,1,1
48336,control,2,38.78,1,0
48337,control,11,80.56,1,1
48338,control,3,34.72,0,0
48339,treatment,3,109.44,0,0
48340,treatment,9,70.24,1,0
48341,treatment,7,229.08,1,0
48342,treatment,7,149.68,0,0
48343,control,3,83.74,0,0
48344,control,0,249.36,0,1
48345,control,8,6.29,1,0
48346,treatment,7,220.78,1,0
48347,control,3,340.45,1,0
48348,control,9,28.48,1,1
48349,treatment,7,121.4,1,0
48350,treatment,4,26.78,0,0
48351,control,4,127.48,0,0
48352,control,6,182.35,0,1
48353,treatment,7,52.23,1,1
48354,control,6,110.12,1,1
48355,control,9,73.97,0,1
48356,treatment,3,127.74,1,1
48357,control,7,165.34,1,0
48358,control,3,16.22,1,1
48359,treatment,6,56.78,0,0
48360,control,5,111.97,1,1
48361,treatment,5,119.8,1,1
48362,treatment,6,41.23,1,1
48363,control,6,127.32,1,1
48364,treatment,3,194.75,1,0
48365,control,2,175.6,0,1
48366,treatment,4,64.55,0,1
48367,treatment,2,43.03,1,0
48368,control,3,105.93,1,0
48369,control,5,66.14,1,0
48370,control,4,242.34,1,0
48371,treatment,3,42.89,1,1
48372,treatment,3,99.61,0,1
48373,treatment,5,105.78,0,0
48374,control,5,40.0,0,0
48375,treatment,6,111.08,1,0
48376,control,5,60.56,1,1
48377,control,5,20.01,1,0
48378,treatment,4,50.84,0,0
48379,control,5,145.06,0,0
48380,control,5,110.83,0,0
48381,treatment,2,144.12,0,0
48382,treatment,7,114.8,1,1
48383,control,11,162.57,1,1
48384,control,4,124.93,1,0
48385,control,4,81.26,0,1
48386,treatment,10,19.68,0,1
48387,treatment,9,93.62,0,1
48388,control,2,111.88,1,0
48389,control,2,21.99,1,0
48390,treatment,4,70.51,1,0
48391,treatment,9,50.1,1,0
48392,control,7,156.96,0,0
48393,control,8,189.09,0,0
48394,treatment,8,67.9,1,0
48395,control,4,113.62,0,1
48396,treatment,9,180.67,1,0
48397,treatment,4,100.84,1,1
48398,treatment,4,161.63,0,1
48399,control,5,70.66,0,0
48400,control,4,116.03,0,0
48401,treatment,5,86.53,1,0
48402,control,4,22.13,0,0
48403,control,4,178.64,0,1
48404,treatment,4,124.65,1,0
48405,control,8,123.13,1,1
48406,treatment,5,240.53,0,0
48407,treatment,7,57.37,1,0
48408,treatment,10,146.38,1,0
48409,treatment,10,108.45,0,0
48410,control,8,208.08,1,1
48411,treatment,4,74.42,0,0
48412,control,5,23.13,0,0
48413,control,4,23.39,1,1
48414,control,3,161.93,1,1
48415,treatment,5,100.97,0,1
48416,treatment,5,275.87,1,0
48417,control,8,158.67,0,1
48418,treatment,5,55.34,0,1
48419,control,3,114.6,1,1
48420,treatment,4,59.81,1,0
48421,treatment,14,44.71,1,0
48422,control,7,73.19,1,0
48423,treatment,8,79.92,1,0
48424,control,8,71.15,0,0
48425,control,9,21.32,1,0
48426,treatment,3,59.12,1,0
48427,treatment,5,100.0,1,1
48428,treatment,9,42.14,0,1
48429,treatment,8,198.86,0,1
48430,control,4,42.0,1,1
48431,treatment,6,150.47,0,0
48432,control,3,30.65,0,0
48433,treatment,9,65.77,1,1
48434,control,8,213.14,1,0
48435,treatment,6,136.59,0,1
48436,control,2,136.48,0,0
48437,control,3,146.69,0,0
48438,control,7,132.65,1,1
48439,treatment,9,108.31,1,0
48440,control,5,276.14,1,1
48441,treatment,6,60.04,1,1
48442,control,4,236.24,0,0
48443,treatment,3,140.4,1,0
48444,treatment,5,256.62,1,1
48445,control,5,225.14,0,0
48446,control,4,93.27,0,1
48447,control,1,76.99,0,0
48448,control,5,52.03,0,0
48449,treatment,7,66.51,1,1
48450,control,5,436.55,1,0
48451,treatment,5,83.48,1,0
48452,control,6,120.4,1,1
48453,control,4,117.0,1,0
48454,control,4,63.07,0,0
48455,control,4,71.74,1,0
48456,treatment,5,103.92,1,0
48457,treatment,6,159.8,0,0
48458,control,5,147.2,0,0
48459,control,4,90.55,1,0
48460,treatment,7,209.35,1,1
48461,treatment,5,266.3,0,1
48462,treatment,7,196.81,0,0
48463,treatment,5,99.8,0,1
48464,treatment,2,97.45,1,0
48465,control,3,61.32,1,0
48466,treatment,4,125.73,1,1
48467,treatment,10,46.62,1,0
48468,treatment,6,196.37,1,1
48469,control,3,92.11,0,0
48470,control,8,125.05,0,0
48471,control,3,121.67,1,0
48472,control,5,89.78,0,1
48473,control,6,24.35,0,0
48474,treatment,3,174.25,0,1
48475,control,3,203.22,0,0
48476,treatment,5,146.01,0,0
48477,control,4,25.56,1,1
48478,treatment,7,43.7,0,0
48479,control,6,60.86,1,1
48480,control,2,82.14,0,0
48481,treatment,4,57.07,0,1
48482,treatment,10,169.48,1,1
48483,control,7,122.31,0,0
48484,control,5,28.93,1,0
48485,treatment,8,90.59,1,0
48486,control,1,90.46,0,1
48487,control,10,46.97,1,0
48488,control,3,169.79,0,0
48489,treatment,6,211.26,0,0
48490,treatment,6,114.88,1,0
48491,treatment,8,140.87,1,1
48492,treatment,8,233.09,1,0
48493,control,6,19.26,1,0
48494,treatment,3,127.81,0,0
48495,treatment,2,43.64,1,0
48496,treatment,6,385.69,0,0
48497,control,3,69.21,1,0
48498,control,8,13.93,0,0
48499,treatment,5,114.95,1,0
48500,control,1,24.97,0,1
48501,control,3,117.2,1,1
48502,control,8,107.46,0,1
48503,control,5,140.18,1,1
48504,treatment,2,144.67,1,1
48505,control,3,147.76,0,0
48506,treatment,6,96.63,1,1
48507,control,7,80.73,1,1
48508,control,5,86.48,0,1
48509,treatment,8,253.79,0,1
48510,treatment,11,54.27,1,0
48511,treatment,8,97.47,0,1
48512,control,3,65.47,0,1
48513,treatment,5,147.96,1,0
48514,control,9,163.48,1,0
48515,treatment,8,76.41,1,1
48516,control,3,32.7,1,1
48517,treatment,4,121.19,1,0
48518,treatment,4,80.17,1,0
48519,control,8,211.49,1,0
48520,control,4,37.63,1,0
48521,treatment,6,77.55,1,0
48522,treatment,5,67.34,0,0
48523,treatment,4,131.61,1,0
48524,treatment,6,82.61,1,0
48525,treatment,9,51.08,0,0
48526,treatment,7,87.2,1,0
48527,treatment,8,56.25,1,0
48528,control,6,29.62,1,0
48529,treatment,12,44.71,1,1
48530,control,7,100.25,0,0
48531,control,4,189.56,1,1
48532,treatment,11,64.41,0,0
48533,control,4,129.33,0,0
48534,treatment,7,54.5,1,0
48535,control,3,11.62,1,1
48536,control,3,75.62,0,1
48537,treatment,3,422.39,1,0
48538,control,3,215.91,0,1
48539,treatment,2,78.05,1,0
48540,treatment,4,87.56,1,0
48541,control,3,156.7,0,1
48542,control,7,84.96,0,0
48543,control,7,29.83,0,1
48544,treatment,8,63.74,0,1
48545,treatment,7,37.92,0,0
48546,control,6,31.69,1,0
48547,control,3,76.5,0,0
48548,control,4,157.27,0,1
48549,treatment,8,140.41,1,0
48550,treatment,5,112.36,1,1
48551,control,3,63.29,0,1
48552,treatment,5,39.12,1,1
48553,control,8,39.27,1,0
48554,control,3,83.94,0,0
48555,treatment,4,66.39,1,0
48556,control,2,167.09,0,0
48557,treatment,9,63.81,1,0
48558,control,2,202.27,0,0
48559,control,5,133.99,0,0
48560,treatment,3,65.04,1,1
48561,treatment,0,161.31,1,0
48562,treatment,2,167.91,1,1
48563,treatment,2,37.3,1,1
48564,control,3,189.22,1,0
48565,control,7,65.86,1,0
48566,treatment,7,241.66,1,1
48567,control,3,105.89,0,1
48568,treatment,3,44.09,1,0
48569,treatment,11,121.3,1,1
48570,control,5,60.85,1,1
48571,treatment,6,127.57,1,0
48572,treatment,7,59.22,1,0
48573,control,1,44.7,1,1
48574,treatment,9,149.04,0,1
48575,control,2,77.67,0,1
48576,treatment,11,54.67,1,1
48577,control,10,109.23,0,1
48578,control,4,46.06,0,1
48579,treatment,5,208.31,1,0
48580,control,2,47.94,1,0
48581,control,8,52.57,0,0
48582,control,10,207.36,1,1
48583,control,11,113.38,0,0
48584,control,2,10.46,0,0
48585,control,7,70.48,1,0
48586,treatment,7,356.06,0,0
48587,control,5,101.63,0,0
48588,control,4,48.87,1,1
48589,control,5,146.36,0,0
48590,treatment,6,151.78,1,0
48591,control,2,24.47,1,0
48592,treatment,8,55.52,0,1
48593,treatment,2,127.5,1,0
48594,control,3,141.94,1,0
48595,control,4,49.38,0,1
48596,treatment,5,184.82,1,1
48597,control,9,76.67,0,0
48598,treatment,6,55.56,1,0
48599,treatment,10,40.29,1,1
48600,treatment,8,385.87,1,0
48601,treatment,7,168.34,1,0
48602,control,5,40.55,0,0
48603,treatment,6,31.81,0,1
48604,control,2,60.56,1,0
48605,control,11,44.77,0,0
48606,control,7,60.87,0,1
48607,treatment,7,273.45,1,0
48608,control,3,103.99,0,1
48609,control,2,90.26,1,1
48610,control,2,75.18,0,0
48611,control,3,89.59,0,1
48612,treatment,4,117.21,1,1
48613,control,9,34.64,0,0
48614,control,4,19.65,0,1
48615,control,4,137.15,0,1
48616,treatment,4,111.93,0,0
48617,treatment,6,187.97,1,0
48618,control,2,159.48,0,1
48619,treatment,5,99.83,1,0
48620,treatment,5,51.18,0,0
48621,control,4,186.08,1,0
48622,control,5,73.12,0,0
48623,treatment,8,70.56,0,0
48624,treatment,4,111.71,1,0
48625,treatment,5,77.81,1,0
48626,treatment,3,66.02,1,0
48627,treatment,6,65.74,1,0
48628,treatment,3,146.19,1,0
48629,treatment,5,54.09,0,1
48630,control,3,50.84,0,1
48631,treatment,2,52.18,1,1
48632,treatment,10,59.35,1,0
48633,control,7,59.92,1,0
48634,treatment,5,71.11,0,0
48635,treatment,9,41.0,1,0
48636,control,4,34.28,1,0
48637,treatment,8,143.02,1,0
48638,treatment,3,40.51,1,0
48639,control,5,49.08,0,1
48640,treatment,9,132.67,1,0
48641,control,8,260.8,1,0
48642,treatment,6,111.65,0,0
48643,treatment,5,243.55,1,0
48644,control,1,93.03,1,0
48645,control,8,183.91,1,0
48646,control,2,105.02,1,1
48647,treatment,6,148.05,1,0
48648,treatment,10,81.91,1,1
48649,control,8,100.16,1,1
48650,control,8,24.3,0,1
48651,treatment,3,118.46,1,0
48652,treatment,9,166.49,1,1
48653,treatment,8,40.71,0,0
48654,control,9,174.75,1,0
48655,treatment,8,50.25,1,0
48656,control,3,53.72,1,0
48657,control,6,84.13,0,0
48658,control,9,95.9,0,1
48659,control,1,80.88,1,0
48660,control,5,25.24,0,0
48661,treatment,6,28.64,1,0
48662,control,7,63.29,0,0
48663,control,7,107.06,0,0
48664,control,5,55.47,0,1
48665,treatment,11,222.77,1,1
48666,control,3,63.85,0,0
48667,treatment,8,89.79,1,1
48668,control,2,26.74,0,1
48669,treatment,6,55.72,0,1
48670,control,4,50.8,1,0
48671,treatment,5,149.54,1,0
48672,control,4,164.78,0,1
48673,control,7,84.03,1,1
48674,treatment,6,73.86,0,0
48675,control,7,39.76,0,1
48676,control,9,126.63,1,1
48677,treatment,2,118.01,1,0
48678,control,6,29.71,1,0
48679,control,2,224.3,0,0
48680,treatment,8,201.06,1,1
48681,treatment,3,112.65,1,0
48682,treatment,6,62.09,0,1
48683,control,4,46.79,0,1
48684,treatment,8,223.11,1,0
48685,treatment,5,86.32,0,0
48686,treatment,7,74.05,0,0
48687,treatment,5,108.56,1,1
48688,treatment,2,283.33,1,0
48689,control,8,11.44,1,1
48690,control,5,37.13,1,0
48691,treatment,8,129.03,1,0
48692,treatment,5,94.32,0,0
48693,control,4,100.82,1,0
48694,treatment,2,63.15,0,0
48695,treatment,8,237.55,1,0
48696,control,3,4.27,0,0
48697,treatment,5,93.28,1,0
48698,treatment,5,43.59,0,0
48699,treatment,4,32.74,1,0
48700,treatment,9,182.03,1,1
48701,control,7,17.82,0,1
48702,control,4,52.24,0,0
48703,treatment,13,102.16,1,1
48704,control,6,96.22,1,1
48705,treatment,5,113.79,1,0
48706,treatment,4,44.8,1,1
48707,control,6,131.97,1,0
48708,treatment,7,41.07,1,0
48709,control,5,50.21,1,0
48710,treatment,13,51.76,1,0
48711,control,6,200.02,0,0
48712,control,6,54.78,0,0
48713,treatment,7,156.49,1,0
48714,treatment,3,83.69,1,0
48715,control,8,55.3,0,0
48716,treatment,4,279.67,1,0
48717,treatment,10,136.88,1,1
48718,treatment,7,84.59,1,1
48719,treatment,9,226.25,1,0
48720,control,6,73.52,1,0
48721,control,3,85.67,0,0
48722,control,2,18.99,0,0
48723,control,8,64.87,0,0
48724,control,5,29.09,1,1
48725,treatment,3,34.88,0,1
48726,control,6,54.25,0,0
48727,control,8,152.75,1,1
48728,treatment,9,35.94,1,0
48729,control,4,67.95,1,1
48730,control,5,47.6,0,0
48731,treatment,5,161.84,1,0
48732,control,8,19.51,0,0
48733,treatment,3,115.44,1,0
48734,treatment,2,44.92,1,1
48735,treatment,3,253.71,1,1
48736,treatment,3,48.31,1,0
48737,treatment,4,64.83,1,0
48738,treatment,11,54.49,1,1
48739,control,3,254.98,0,1
48740,control,3,64.82,1,0
48741,control,4,58.66,1,0
48742,control,9,21.43,1,0
48743,control,1,202.91,0,1
48744,treatment,8,47.89,0,0
48745,treatment,6,112.46,1,0
48746,control,1,35.96,1,0
48747,treatment,7,203.99,1,0
48748,treatment,5,367.41,1,0
48749,treatment,4,128.76,1,0
48750,treatment,0,120.47,1,0
48751,treatment,4,61.46,1,0
48752,treatment,4,112.44,0,0
48753,treatment,6,47.38,0,0
48754,control,6,28.71,0,0
48755,control,4,102.57,0,0
48756,treatment,5,50.43,1,0
48757,control,5,179.86,1,0
48758,treatment,7,107.57,1,0
48759,control,4,93.83,0,1
48760,control,4,56.4,1,1
48761,treatment,4,147.35,1,1
48762,treatment,8,171.92,1,0
48763,treatment,8,14.96,1,1
48764,control,3,153.82,1,1
48765,control,1,82.29,1,0
48766,control,2,113.13,0,0
48767,control,2,71.16,1,1
48768,treatment,9,111.67,1,0
48769,treatment,3,111.24,1,0
48770,treatment,6,137.25,1,0
48771,treatment,6,148.02,1,0
48772,treatment,5,261.85,1,0
48773,control,4,44.17,1,1
48774,control,3,115.55,0,1
48775,control,3,120.01,0,0
48776,treatment,3,115.49,1,1
48777,treatment,7,88.19,1,0
48778,treatment,10,146.33,1,0
48779,control,2,279.97,0,0
48780,control,6,353.48,0,0
48781,control,4,146.18,0,0
48782,treatment,8,57.73,1,0
48783,control,5,233.55,0,1
48784,control,6,250.77,0,1
48785,treatment,4,274.17,1,0
48786,control,7,275.16,1,0
48787,control,8,46.14,0,0
48788,control,4,35.9,0,0
48789,control,9,21.65,1,0
48790,control,4,18.17,0,1
48791,treatment,1,139.16,0,0
48792,control,6,245.82,0,0
48793,treatment,5,100.04,0,0
48794,control,4,112.2,1,0
48795,control,14,12.86,1,0
48796,control,6,35.87,1,1
48797,treatment,4,9.38,1,1
48798,treatment,7,188.95,0,1
48799,control,2,25.87,0,0
48800,control,10,44.45,0,0
48801,treatment,8,107.56,1,1
48802,treatment,2,132.68,1,0
48803,control,7,94.41,0,0
48804,control,7,97.74,0,0
48805,control,3,121.76,0,0
48806,control,4,93.48,1,0
48807,control,7,30.71,1,1
48808,control,2,135.75,0,0
48809,control,4,30.93,1,0
48810,treatment,9,145.45,0,0
48811,treatment,4,27.53,0,0
48812,treatment,3,96.14,1,0
48813,control,3,38.81,0,0
48814,treatment,10,105.24,0,1
48815,treatment,4,71.91,1,0
48816,treatment,7,176.46,1,1
48817,control,8,144.03,0,0
48818,treatment,7,104.02,0,0
48819,treatment,5,58.06,1,1
48820,treatment,5,156.28,1,1
48821,treatment,7,152.51,0,0
48822,treatment,3,230.29,1,1
48823,control,4,103.7,0,0
48824,control,7,33.71,0,0
48825,control,3,57.3,0,0
48826,treatment,3,117.36,1,0
48827,treatment,5,63.9,1,0
48828,treatment,3,63.0,0,0
48829,control,2,32.91,0,0
48830,control,2,48.36,0,0
48831,control,6,57.67,1,1
48832,treatment,9,154.56,1,0
48833,control,7,124.29,1,0
48834,control,4,19.47,0,0
48835,control,3,126.24,1,0
48836,control,5,22.06,0,0
48837,treatment,3,112.59,1,1
48838,control,4,267.82,0,0
48839,control,2,364.09,0,0
48840,control,4,44.94,1,0
48841,treatment,5,27.42,1,1
48842,treatment,8,97.11,0,1
48843,treatment,5,40.01,1,1
48844,treatment,7,112.89,0,0
48845,control,3,186.49,0,1
48846,treatment,8,225.03,1,0
48847,treatment,8,244.85,1,1
48848,control,9,244.61,0,1
48849,treatment,6,114.05,0,0
48850,control,9,141.97,0,0
48851,treatment,10,28.23,1,0
48852,control,3,61.28,1,1
48853,treatment,13,167.91,1,0
48854,control,5,110.76,0,0
48855,treatment,7,72.15,1,0
48856,control,5,189.85,1,0
48857,control,5,204.31,1,1
48858,treatment,8,173.01,1,0
48859,control,4,195.3,1,1
48860,control,1,44.57,0,0
48861,control,8,47.6,0,0
48862,control,5,104.84,0,1
48863,control,4,138.32,0,0
48864,treatment,6,30.32,0,1
48865,control,6,30.66,0,0
48866,treatment,3,54.44,0,1
48867,treatment,7,142.0,1,0
48868,control,4,89.88,0,1
48869,treatment,7,101.08,1,0
48870,treatment,7,64.31,1,1
48871,control,5,111.57,1,1
48872,control,7,72.75,0,1
48873,treatment,4,240.1,1,0
48874,treatment,6,32.67,1,0
48875,treatment,11,116.67,1,0
48876,control,5,51.49,0,0
48877,treatment,6,51.88,1,0
48878,treatment,2,111.19,1,0
48879,treatment,5,69.81,0,0
48880,control,5,145.53,1,0
48881,control,8,34.87,1,0
48882,control,4,113.72,1,0
48883,treatment,9,20.8,1,0
48884,control,4,71.54,1,0
48885,control,5,78.2,0,0
48886,control,10,30.84,0,1
48887,treatment,9,87.57,0,0
48888,control,7,58.2,0,0
48889,control,4,72.63,1,0
48890,control,16,205.51,1,1
48891,treatment,4,216.99,1,0
48892,control,8,79.84,1,1
48893,treatment,3,229.44,1,0
48894,treatment,7,40.34,1,0
48895,control,3,59.02,0,0
48896,treatment,6,69.9,0,0
48897,control,7,6.34,1,1
48898,control,10,33.53,1,0
48899,control,3,68.8,0,0
48900,control,3,155.17,1,1
48901,treatment,6,159.62,1,1
48902,control,5,66.66,0,1
48903,control,3,109.57,0,1
48904,control,6,36.82,1,1
48905,control,4,128.52,1,1
48906,control,3,137.95,1,0
48907,treatment,5,292.43,1,0
48908,control,5,38.18,0,0
48909,treatment,5,37.48,1,1
48910,control,2,76.12,0,1
48911,treatment,8,68.88,0,0
48912,control,6,138.77,0,0
48913,treatment,5,88.53,1,0
48914,control,6,83.47,0,1
48915,control,7,124.08,0,0
48916,control,8,129.16,0,1
48917,treatment,7,237.4,1,0
48918,treatment,4,52.95,1,1
48919,control,0,140.74,0,1
48920,control,4,161.81,1,0
48921,treatment,3,125.58,1,0
48922,control,5,34.88,0,1
48923,control,3,248.94,0,0
48924,treatment,7,120.94,1,0
48925,control,6,10.75,1,0
48926,treatment,9,119.48,1,0
48927,control,8,62.65,0,1
48928,control,5,157.75,0,1
48929,treatment,4,51.02,1,0
48930,control,5,51.08,1,1
48931,control,6,90.44,0,1
48932,treatment,8,50.02,1,0
48933,treatment,9,167.23,1,0
48934,control,7,94.09,1,1
48935,treatment,6,88.25,1,0
48936,treatment,5,73.34,1,0
48937,control,3,13.79,1,1
48938,treatment,8,199.44,0,0
48939,control,1,184.96,1,0
48940,treatment,7,130.63,1,1
48941,treatment,5,142.52,1,1
48942,control,5,80.02,1,1
48943,treatment,4,112.7,0,1
48944,treatment,9,109.56,1,0
48945,control,8,172.46,1,1
48946,treatment,4,54.69,1,0
48947,control,4,67.77,1,0
48948,treatment,9,93.53,1,1
48949,treatment,4,62.37,1,0
48950,control,4,54.07,1,0
48951,treatment,8,34.97,0,0
48952,treatment,4,31.81,0,1
48953,control,5,68.46,1,0
48954,treatment,3,95.58,0,0
48955,control,4,177.03,0,0
48956,control,3,44.77,0,1
48957,treatment,7,32.63,1,1
48958,control,3,98.93,0,0
48959,control,2,52.89,0,0
48960,control,10,92.18,0,0
48961,treatment,6,278.7,0,1
48962,control,4,49.46,0,0
48963,treatment,5,243.32,1,1
48964,control,2,57.09,1,1
48965,treatment,9,139.78,0,0
48966,treatment,9,35.1,1,1
48967,treatment,2,100.47,1,1
48968,control,7,107.07,1,1
48969,control,6,51.58,0,0
48970,control,2,17.86,0,0
48971,treatment,5,103.25,1,1
48972,control,4,139.59,1,0
48973,treatment,1,55.76,1,1
48974,treatment,10,74.07,1,0
48975,treatment,3,65.81,0,1
48976,control,6,226.45,1,1
48977,control,6,33.09,1,0
48978,treatment,3,147.82,0,0
48979,treatment,10,143.92,1,0
48980,control,6,165.04,0,1
48981,control,5,52.68,0,1
48982,treatment,4,85.49,0,0
48983,treatment,3,142.12,1,1
48984,treatment,6,177.23,1,1
48985,control,5,87.91,1,1
48986,treatment,11,109.47,1,0
48987,treatment,4,95.2,1,0
48988,treatment,4,124.71,1,0
48989,treatment,10,122.03,1,1
48990,treatment,6,57.95,0,1
48991,control,5,299.79,0,0
48992,treatment,9,49.45,1,1
48993,treatment,10,33.82,0,1
48994,control,2,82.0,0,1
48995,control,7,37.39,1,1
48996,treatment,7,289.61,1,0
48997,control,4,87.04,0,0
48998,treatment,6,46.88,1,0
48999,control,3,67.11,0,0
49000,control,4,42.74,0,1
49001,control,7,85.97,0,1
49002,treatment,8,100.47,1,1
49003,control,5,10.18,1,1
49004,treatment,5,54.58,1,0
49005,control,3,215.33,1,1
49006,treatment,6,72.65,1,1
49007,control,9,138.97,1,0
49008,control,5,46.57,0,1
49009,treatment,9,62.6,0,0
49010,treatment,8,55.16,1,1
49011,control,0,16.23,0,1
49012,treatment,6,218.36,1,0
49013,control,3,124.33,0,1
49014,treatment,8,151.22,1,1
49015,control,6,14.87,1,0
49016,control,8,55.59,0,1
49017,control,3,344.17,0,1
49018,treatment,7,139.43,1,0
49019,control,4,165.06,0,1
49020,control,2,21.6,1,1
49021,control,4,18.55,0,1
49022,treatment,3,92.83,1,0
49023,treatment,11,154.95,1,1
49024,control,7,46.31,0,0
49025,control,7,294.06,1,1
49026,treatment,7,245.52,1,0
49027,treatment,7,123.13,0,0
49028,treatment,6,163.12,0,0
49029,control,6,166.52,0,1
49030,control,6,40.0,0,0
49031,treatment,4,165.81,1,0
49032,treatment,6,211.45,1,1
49033,treatment,5,135.39,0,1
49034,treatment,3,100.66,0,0
49035,treatment,4,81.72,1,0
49036,control,7,120.67,1,0
49037,treatment,4,26.68,0,1
49038,control,2,32.77,0,0
49039,treatment,1,72.7,1,0
49040,control,4,121.29,1,1
49041,treatment,9,42.03,0,0
49042,treatment,8,145.45,1,1
49043,control,7,21.63,0,0
49044,treatment,8,136.98,1,0
49045,treatment,6,176.1,1,0
49046,treatment,8,190.35,0,0
49047,control,9,50.35,0,1
49048,treatment,5,274.16,1,0
49049,treatment,3,261.4,0,0
49050,treatment,5,73.05,0,0
49051,treatment,5,173.28,1,1
49052,treatment,4,158.68,1,0
49053,treatment,5,124.82,1,0
49054,treatment,9,124.82,0,0
49055,control,5,63.17,1,0
49056,control,7,16.62,1,1
49057,control,5,241.31,0,1
49058,control,6,120.92,1,0
49059,treatment,8,123.61,1,0
49060,treatment,3,94.95,1,1
49061,treatment,7,299.17,1,1
49062,treatment,5,232.55,1,1
49063,treatment,4,72.46,1,0
49064,treatment,4,62.99,1,1
49065,control,12,33.28,1,0
49066,treatment,6,134.47,1,0
49067,control,5,56.09,0,1
49068,control,8,78.16,0,1
49069,treatment,8,160.2,0,1
49070,control,5,71.74,0,0
49071,control,7,70.09,1,1
49072,control,5,14.71,0,0
49073,treatment,8,159.31,1,1
49074,treatment,7,44.84,1,0
49075,treatment,5,40.01,1,1
49076,treatment,5,34.53,0,0
49077,treatment,6,68.35,1,0
49078,treatment,10,91.88,0,0
49079,treatment,6,115.86,1,0
49080,control,6,153.22,0,0
49081,control,3,97.22,1,0
49082,control,6,39.84,0,1
49083,control,10,191.23,0,0
49084,control,6,64.45,1,0
49085,treatment,4,63.15,1,1
49086,treatment,3,102.62,1,1
49087,control,7,54.53,0,1
49088,control,3,51.97,0,0
49089,treatment,7,49.99,1,1
49090,treatment,7,76.48,1,0
49091,treatment,1,92.12,0,1
49092,treatment,4,155.63,1,0
49093,control,7,38.95,0,1
49094,treatment,9,138.96,1,0
49095,control,6,85.69,0,0
49096,treatment,4,158.5,0,0
49097,control,2,113.51,0,0
49098,treatment,4,222.09,0,0
49099,control,2,199.68,1,0
49100,treatment,4,47.15,1,0
49101,treatment,8,114.4,1,0
49102,control,10,59.33,1,1
49103,treatment,5,126.5,0,1
49104,control,6,44.65,0,0
49105,control,9,98.45,1,0
49106,control,4,35.17,1,1
49107,treatment,4,40.66,1,1
49108,treatment,7,63.62,0,0
49109,control,7,132.45,0,1
49110,treatment,4,104.16,1,1
49111,treatment,5,43.22,1,0
49112,control,4,100.46,1,1
49113,treatment,5,8.38,0,0
49114,treatment,5,89.76,0,1
49115,control,7,57.96,1,0
49116,treatment,8,146.2,0,0
49117,treatment,7,43.36,0,1
49118,control,4,104.21,0,0
49119,control,3,105.45,0,1
49120,control,4,24.5,0,0
49121,control,7,22.88,0,0
49122,control,6,166.99,1,1
49123,control,5,24.61,0,0
49124,control,6,46.74,0,1
49125,control,7,16.07,1,1
49126,control,7,142.12,0,0
49127,control,2,98.04,1,0
49128,control,10,54.28,0,1
49129,treatment,9,105.05,1,0
49130,treatment,7,320.72,1,0
49131,control,1,103.54,0,1
49132,treatment,5,59.55,1,1
